Latitude,Longitude,daerah,year,projected_population
3.9999999995874584,101.99999999999999,"Lipis, Pahang",2051,123772.79563847346
3.9999999995874584,101.99999999999999,"Lipis, Pahang",2052,124602.86040955532
3.9999999995874584,101.99999999999999,"Lipis, Pahang",2053,125365.51451336074
3.9999999995874584,101.99999999999999,"Lipis, Pahang",2054,126197.20524842454
3.616882199622448,102.5994547,"Maran, Pahang",2025,121204.08161012996
3.616882199622448,102.5994547,"Maran, Pahang",2026,122840.78322686264
3.616882199622448,102.5994547,"Maran, Pahang",2027,123374.20153983796
3.616882199622448,102.5994547,"Maran, Pahang",2028,124066.9281078326
3.616882199622448,102.5994547,"Maran, Pahang",2029,124845.2287809005
3.616882199622448,102.5994547,"Maran, Pahang",2030,125286.33924478375
3.616882199622448,102.5994547,"Maran, Pahang",2031,126461.37977405277
3.616882199622448,102.5994547,"Maran, Pahang",2032,127053.12497160165
3.616882199622448,102.5994547,"Maran, Pahang",2033,128001.8066800756
3.616882199622448,102.5994547,"Maran, Pahang",2034,129042.33941730972
3.616882199622448,102.5994547,"Maran, Pahang",2035,129724.0736485704
3.616882199622448,102.5994547,"Maran, Pahang",2036,130864.49469409791
3.616882199622448,102.5994547,"Maran, Pahang",2037,131693.6879305941
3.616882199622448,102.5994547,"Maran, Pahang",2038,132588.10376374493
3.616882199622448,102.5994547,"Maran, Pahang",2039,133659.78591873666
3.616882199622448,102.5994547,"Maran, Pahang",2040,134438.88053963406
3.616882199622448,102.5994547,"Maran, Pahang",2041,135478.7497929765
3.616882199622448,102.5994547,"Maran, Pahang",2042,136403.31129886533
3.616882199622448,102.5994547,"Maran, Pahang",2043,137272.5916042279
3.616882199622448,102.5994547,"Maran, Pahang",2044,138314.52166476886
3.616882199622448,102.5994547,"Maran, Pahang",2045,139164.53737543424
3.616882199622448,102.5994547,"Maran, Pahang",2046,140136.8240236818
3.616882199622448,102.5994547,"Maran, Pahang",2047,141099.4701037824
3.616882199622448,102.5994547,"Maran, Pahang",2048,141974.34494310257
3.616882199622448,102.5994547,"Maran, Pahang",2049,142978.40615184
3.616882199622448,102.5994547,"Maran, Pahang",2050,143876.9074622173
3.616882199622448,102.5994547,"Maran, Pahang",2051,144814.17089701394
3.616882199622448,102.5994547,"Maran, Pahang",2052,145785.34667917973
3.616882199622448,102.5994547,"Maran, Pahang",2053,146677.65198063207
3.616882199622448,102.5994547,"Maran, Pahang",2054,147650.7301406567
